,Value,Input
10597,1, lando attention this is lando calrissian the empire has takes  control of the city i advise everyone to leave before more imperial troops arrive
10598,1, lando this way
10599,1, threepio dont blame me im an interpreter im not supposed to know  a power socket from a computer terminal
10600,1, threepio what are you talking about were not interested in the  hyperdrive on the millennium falcon its fixed just open the door you stupid lump
10601,1, threepio i never doubted you for a second wonderful
10602,1, threepio ouch oh ah that hurt bend down you thoughtlessow
10603,1, lando leia go
10604,1, threepio i thought that hairy beast would be the end of me of  course ive looked better
10605,1, vader you are beaten it is useless to resist dont let yourself be  destroyed as obiwan did
10606,1, vader there is no escape dont make me destroy you you do not yet  realize your importance you have only begun to discover you power join me and i will complete your training with our combined strength we can end this destructive conflict and bring order to the galaxy
10607,1, luke ill never join you
10608,1, vader if you only knew the power of the dark side obiwan never told  you what happened to your father
10609,1, luke he told me enough he told me you killed him
10610,1, vader no i am your father
10611,1, luke no no thats not true thats impossible
10612,1, vader search your feelings you know it to be true
10613,1, luke no no no
10614,1, vader luke you can destroy the emperor he has foreseen this it is  your destiny join me and we can rule the galaxy as father and son come with me its the only way
10615,1, luke benben please
10616,1, luke ben leia
10617,1, luke hear me leia
10618,1, leia lukeweve got to go back
10619,1, lando what
10620,1, leia i know where luke is
10621,1, lando but what about those fighter
10622,1, leia chewie just do it
10623,1, lando but what about vader
10624,1, lando all right all right all right
10625,1, vader bring my shuttle
10626,1, lando look someones up there
10627,1, leia its luke chewie slow down slow down and well get under him  lando open the top hatch
10628,1, leia okay easy chewie
10629,1, leia lando
10630,1, lando okay lets go
10631,1, luke oh leia
10632,1, lando all right chewie lets go
10633,1, leia ill be back
10634,1, leia star destroyer
10635,1, lando all right chewie ready for lightspeed
10636,1, leia if your people fixed the hyperdrive
10637,1, leia all the coordinates are set its now or never
10638,1, lando punch it
10639,1, lando they told me they fixed it i trusted them to fix it its not  my fault
10640,1, piett theyll be in range of our tractor beam in moments lord
10641,1, vader did your men deactivate the hyperdrive on the millennium  falcon
10642,1, piett yes my lord
10643,1, vader good prepare the boarding party and set for your weapons for  stun
10644,1, piett yes my lord
10645,1, threepio noisy brute why dont we just go into lightspeed
10646,1, threepio we cant how would you know the hyperdrive is deactivated
10647,1, threepio the citys central computer told you artoodetoo you know  better than to trust a strange computer ouch pay attention to what youre doing
10648,1, vader luke
10649,1, luke father
10650,1, vader son come with me
10651,1, luke ben why didnt you tell me
10652,1, lando chewie
10653,1, luke its vader
10654,1, vader lukeit is your destiny
10655,1, luke ben why didnt you tell me
10656,1, piett alert all commands ready for the tractor beam
10657,1, threepio artoo come back at once you havent finished with me yet  you dont know how to fix the hyperdrive chewbacca can do it im standing here in pieces and youre having delusions of grandeur
10658,1, threepio oh you did it
10659,1, lando luke were ready for takeoff
10660,1, luke good luck lando
10661,1, lando when we find jabba the hut and that bounty  hunter well contact you
10662,1, luke ill meet you at the rendezvous point on  tatooine
10663,1, lando princess well find han i promise
10664,1, luke chewie ill be waiting for your signal
10665,1, luke take care you two may the force be with you
10666,1, luke ow
10667,1,character dialogue
10668,1, shuttle captain command station this is st  code clearance blue were starting our approach deactivate the security shield
10669,1, death star controller the security deflector shield will be deactivated when we have confirmation of your code transmission stand by you are clear to proceed
10670,1, shuttle captain were starting our approach
10671,1, officer inform the commander that lord vaders shuttle has arrived
10672,1, operator yes sir
10673,1, jerjerrod lord vader this is an unexpected pleasure  were honored by your presence
10674,1, vader you may dispense with the pleasantries commander im here to put you back on schedule
10675,1, jerjerrod i assure you lord vader my men are working as fast as they can
10676,1, vader perhaps i can find new ways to motivate them
10677,1, jerjerrod i tell you this station will be operational as planned
10678,1, vader the emperor does not share your optimistic appraisal of the situation
10679,1, jerjerrod but he asks the impossible i need more men
10680,1, vader then perhaps you can tell him when he arrives
10681,1, jerjerrod the emperors coming here
10682,1, vader that is correct commander and he is most displeased with your apparent lack of progress
10683,1, jerjerrod we shall double our efforts
10684,1, vader i hope so commander for your sake the emperor is not as forgiving as i am
10685,1, threepio of course im worried and you should be too lando calrissian and poor chewbacca never returned from this awful place
10686,1, threepio dont be so sure if i told you half the things ive heard about this jabba the hutt youd probably shortcircuit
10687,1, threepio artoo are you sure this is the right place i better knock i suppose
10688,1, threepio there doesnt seem to be anyone there lets go back and tell master luke
10689,1, strange voice tee chuta hhat yudd
10690,1, threepio goodness gracious me
10691,1, threepio artoo detoowha bo seethreepiowha ey toota odd mischka jabba du hutt
10692,1, threepio i dont think theyre going to let us in artoo wed better go
10693,1, threepio artoo wait oh dear artoo artoo i really dont think we should rush into all this
10694,1, threepio oh artoo  artoo wait for me
10695,1, threepio just you deliver master lukes message and get us out of here oh my oh oh no
10696,1, bib die wanna wanga
10697,1, threepio oh my die wanna wauaga we  we bring a message to your master jabba the hutt
10698,1, threepio  and a gift  gift what gift
