Value,Input
1,several droids begin to run and fire naboo soldiers begin to fire back at
1,the battle droids
1,as the ruckus erupts at one end of the plaza padme and her troops rush
1,into the main hanger captain panaka and his soldiers continue to engage
1,the droids outside
1,int theed  central hanger  day
1,alarms are sounding a padme the jedi anakin eirtae and padmes troops
1,rush into the hanger battle droids begin firing at them as they run for
1,cover anakin runs under a naboo fighter the jedi deflect bolts aimed at
1,padme back onto the battle droids causing them to explode
1,int theed  palace throne room  day
1,nute rune and four council members watch the plaza battle on a large view
1,screen
1,nute  i thought the battle was going to take place far from herethis is
1,too close
1,rune  what is going on
1,darth maul enters the throne room
1,darth maul  i told you there was more to thisthe jedi are involved
1,ext naboo grass plains  day fx
1,the federation tanks begin to fire on the gungans but they are protected
1,by their energy shield the tanks stop firing and the gungans cheer until
1,they see the doors to the massive transports open and racks of battle
1,droids are pulled out and lined up by a squad of staps
1,the battle droids reconfigure into their standing position the gungans get
1,ready for an attack oom gives the command to move forward and thousands
1,of droids march toward the gungans
1,the gungans power up their weapons the droids slowly march through the
1,protective shield and start firing the gungans throw their power poles and
1,fling small balls of energy with slingshots the warriors dump large balls
1,of energy into mortars that heat up and fire the energy goo onto the battle
1,droids causing them to short out
1,the battle rages and the gungans defend their shield generators against the
1,army of droids oom watches from a tank on a hill overlooking the battle
1,int theed  central hanger  day
1,anakin hides behind one of the naboo fighters ducking as large bolts whiz
1,past and explode near him padme and the two jedi destroy battle droids
1,right and left the queens troops and eirtae also blast away at the
1,droids padme signals to her pilots
1,padme  get to your ships
1,the pilots and artoo units run for the naboo fighter craft stacked in the
1,hanger bay one of the pilots jumps into a fighter right above where anakin
1,is hiding
1,fighter pilot  better find a new hiding place kid im taking this ship
1,the ship begins to levitate out of the hanger battle droids fire at it as
1,it falls in behind five other fighters artoo whistles to anakin from a
1,second fighter not far away anakin runs and jumps into the second fighter
1,to hide
1,ext theed  central plaza  day fx
1,two naboo starfighters exit the main hanger a tank fires at them hitting
1,one of them which causes it to pinwheel into the ground and explode
1,int theed  central hanger  day
1,captain panaka sabe and naboo troops rush into the hanger and overwlm the
1,few remaining battle droids padme obiwan and quigon join forces with
1,captain panaka
1,padme  my guess is the viceroy is in the throne room
1,she looks to quigon
1,quigon  i agree
1,they start to head for the exit on the way passing the fighter where
1,anakin is hiding artoo whistles a greeting as anakin peeps out of the
1,cockpit
1,anakin  hey wait for me
1,quigon  no annie you stay there stay right where you are
1,anakni  but i
1,quigon  stay in that cockpit
1,they head for the exit as they are about to go through the door suddenly
1,everyone scatters revealing darth maul standing in the doorway captain
1,panaka padme and her troops back away quigon and obiwan step forward
1,quigon  contd we handle this
1,the two jedi take off their capes and ignite their laser swords darth maul
1,takes off his cape and ignites his laser sword both ends of the sword
1,light up
1,at the far end of the hanger six wheel droids roll in and transform into
1,their battle position artoo calls anakins attention to the droids the
1,jedi begin to fight the sith lord
1,anakin  oh no
1,the droids begin to advance and start firing on padme and her troops
1,anakin  contd we gotta do something artoo
1,artoo whistles a reply suddenly the ships systems go on and the ship
1,begins to levitate
1,anakin  contd all right thanks artoo great idea ill take over
1,lets see
1,anakin steers the ship toward the droids he pushes a button and the ship
1,begins to shake
1,anakin  contd wheres the trigger oops wrong one maybe this one
1,anakin pushes a second button and the lasers begin to fire wiping out
1,several destroyer droids artoo whistles a cheer
1,anakin  contd yeah all right droid blaster yeah
1,the jedi are engaged in a fierce sword fight with darth maul they have
1,moved into the center of the hanger while the wheel droids are momentarily
1,distracted by anakin captain panaka padme and her troops exit into a
1,palace hallway
1,the wheel droids start firing at anakin there are explosions all around
1,him
1,anakin  contd oopsshield up always on the rightshields always on
1,the right
1,anakin flips several switches and the afterburner ignites
1,anakin  contd i know were moving ill shut the energy drive down
1,the fighter rockets out of the hanger artoo and anakin hold on for dear
1,life
1,anakin  contd oops wrong one
1,artoo beeps
1,anakin  contd im not doing anything
1,artoo beeps
1,anakin  contd i knowi didnt push anything
1,the sith lords moves are incredible he is fighting the two jedi at once
1,flipping into the air outmaneuvering them at every turn
1,int naboo starfighter  cockpit  space
1,the naboo fleet leaves the planet and heads toward the space station
1,ric olie  bravo flight a take on the fighters flight b make the run on
1,the transmitter
1,bravo two  roger bravo leader
1,the fleet approaches the space station many federation fighters exit the
1,hangers and attack
1,ric olie  enemy fighters straight ahead
1,ext naboo grass palins  day
1,jar jars clumsiness works for him in the battle he gets caught up in the
1,wiring of a blasted droid dragging the torso around with him the droids
1,gun firing randomly accidently blasting several droids in one process
1,oom decides to send in the wheel droids and gives the signal hundreds of
